"SORTR","YEAR","Level","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLID","SCHOOLNAME","CATEGORY","SUBGROUP","ACDMC_LVL_CD","TOTAL_STUDENTS_TESTED","STUDENTS_WITH_LEXILE","LEXILE_ON_OR_ABOVE_MIDPOINT","PCT_ON_OR_ABOVE_MIDPOINT","LEXILE_BELOW_GRADE_LEVEL","PCT_BELOW_GRADELEVEL","LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","LEXILE_ABOVE_GRADE_LEVEL","PCT_LEXILE_ABOVE_GRADE_LEVEL"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0199","C. A. Roberts Elementary School","All Students","All Students","03","116","116",65,"56.0345",18,"15.5172",33,"28.4483",36,"31.0345",29,"25"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0199","C. A. Roberts Elementary School","All Students","All Students","05","116","116",61,"52.5862",23,"19.8276",32,"27.5862",16,"13.7931",45,"38.7931"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0410","Carl Scoggins Sr. Middle School","All Students","All Students","08","163","163",77,"47.2393",65,"39.8773",21,"12.8834",42,"25.7669",35,"21.4724"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0304","Connie Dugan Elementary School","All Students","All Students","05","135","135",55,"40.7407",44,"32.5926",36,"26.6667",17,"12.5926",38,"28.1481"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0304","Connie Dugan Elementary School","All Students","All Students","03","129","129",53,"41.0853",36,"27.907",40,"31.0078",28,"21.7054",25,"19.3798"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","1050","Dallas Elementary School","All Students","All Students","03","64","64",20,"31.25",28,"43.75",16,"25",10,"15.625",10,"15.625"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","1050","Dallas Elementary School","All Students","All Students","05","79","79",41,"51.8987",20,"25.3165",18,"22.7848",16,"20.2532",25,"31.6456"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0394","East Paulding Middle School","All Students","All Students","08","176","176",115,"65.3409",42,"23.8636",19,"10.7955",48,"27.2727",67,"38.0682"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0194","Floyd L. Shelton Elementary School at Crossroad","All Students","All Students","03","206","206",124,"60.1942",23,"11.165",59,"28.6408",53,"25.7282",71,"34.466"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0194","Floyd L. Shelton Elementary School at Crossroad","All Students","All Students","05","246","246",179,"72.7642",19,"7.7236",48,"19.5122",39,"15.8537",140,"56.9106"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0297","McBean Elementary School","All Students","All Students","05","69","69",43,"62.3188",12,"17.3913",14,"20.2899",14,"20.2899",29,"42.029"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0297","McBean Elementary School","All Students","All Students","03","78","78",40,"51.2821",14,"17.9487",24,"30.7692",17,"21.7949",23,"29.4872"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0177","Meadowbrook Elementary School","All Students","All Students","05","87","87",15,"17.2414",43,"49.4253",29,"33.3333",8,"9.1954",7,"8.046"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0177","Meadowbrook Elementary School","All Students","All Students","03","62","62",16,"25.8065",27,"43.5484",19,"30.6452",14,"22.5806",2,"3.2258"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","2058","Merry Elementary School","All Students","All Students","05","46","46",17,"36.9565",16,"34.7826",13,"28.2609",9,"19.5652",8,"17.3913"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","2058","Merry Elementary School","All Students","All Students","03","48","48",12,"25",17,"35.4167",19,"39.5833",10,"20.8333",2,"4.1667"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","4058","Monte Sano Elementary School","All Students","All Students","05","58","58",24,"41.3793",11,"18.9655",23,"39.6552",11,"18.9655",13,"22.4138"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","4058","Monte Sano Elementary School","All Students","All Students","03","58","58",18,"31.0345",24,"41.3793",16,"27.5862",12,"20.6897",6,"10.3448"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0184","Morgan Road Middle School","All Students","All Students","08","215","215",73,"33.9535",108,"50.2326",34,"15.814",36,"16.7442",37,"17.2093"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","5058","Murphey Middle School","All Students","All Students","08","212","212",67,"31.6038",118,"55.6604",27,"12.7358",35,"16.5094",32,"15.0943"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0114","Pine Hill Middle School","All Students","All Students","08","195","195",88,"45.1282",81,"41.5385",26,"13.3333",37,"18.9744",51,"26.1538"
3,2018,"School Level","Heart of Georgia RESA","687","Laurens County","0101","Southwest Laurens Elementary","All Students","All Students","03","167","167",69,"41.3174",51,"30.5389",47,"28.1437",44,"26.3473",25,"14.9701"
3,2018,"School Level","Heart of Georgia RESA","687","Laurens County","0101","Southwest Laurens Elementary","All Students","All Students","05","149","149",68,"45.6376",54,"36.2416",27,"18.1208",21,"14.094",47,"31.5436"
3,2018,"School Level","Heart of Georgia RESA","687","Laurens County","2054","West Laurens Middle School","All Students","All Students","08","309","309",204,"66.0194",71,"22.9773",34,"11.0032",70,"22.6537",134,"43.3657"
3,2018,"School Level","Southwest Georgia RESA","688","Lee County","0103","Lee County Elementary School","All Students","All Students","05","222","222",121,"54.5045",57,"25.6757",44,"19.8198",30,"13.5135",91,"40.991"
3,2018,"School Level","Southwest Georgia RESA","688","Lee County","0103","Lee County Elementary School","All Students","All Students","03","210","210",124,"59.0476",32,"15.2381",54,"25.7143",64,"30.4762",60,"28.5714"
3,2018,"School Level","Southwest Georgia RESA","688","Lee County","0114","Lee County Middle School East","All Students","All Students","08","227","227",166,"73.1278",40,"17.6211",21,"9.2511",48,"21.1454",118,"51.9824"
3,2018,"School Level","Southwest Georgia RESA","688","Lee County","0101","Lee County Middle School West","All Students","All Students","08","259","259",175,"67.5676",56,"21.6216",28,"10.8108",55,"21.2355",120,"46.332"
3,2018,"School Level","Southwest Georgia RESA","688","Lee County","0209","Lee High School 9th Grade Campus","All Students","All Students","08","TFS","TFS",1,"TFS",0,"TFS",0,"TFS",1,"TFS",0,"TFS"
3,2018,"School Level","Southwest Georgia RESA","688","Lee County","0393","Twin Oaks Elementary","All Students","All Students","03","225","225",135,"60",31,"13.7778",59,"26.2222",71,"31.5556",64,"28.4444"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0115","Aaron Cohn Middle School","All Students","All Students","08","153","153",108,"70.5882",33,"21.5686",12,"7.8431",18,"11.7647",90,"58.8235"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4065","Allen Elementary School","All Students","All Students","03","75","75",33,"44",24,"32",18,"24",14,"18.6667",19,"25.3333"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4065","Allen Elementary School","All Students","All Students","05","74","74",38,"51.3514",21,"28.3784",15,"20.2703",11,"14.8649",27,"36.4865"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","2050","Arnold Middle School","All Students","All Students","08","210","210",118,"56.1905",75,"35.7143",17,"8.0952",28,"13.3333",90,"42.8571"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0300","Baker Middle School","All Students","All Students","08","160","160",52,"32.5",80,"50",28,"17.5",29,"18.125",23,"14.375"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0196","Blackmon Road Middle School","All Students","All Students","08","220","220",183,"83.1818",24,"10.9091",13,"5.9091",35,"15.9091",148,"67.2727"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","2052","Blanchard Elementary School","All Students","All Students","03","74","74",42,"56.7568",10,"13.5135",22,"29.7297",25,"33.7838",17,"22.973"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","2052","Blanchard Elementary School","All Students","All Students","05","81","81",61,"75.3086",8,"9.8765",12,"14.8148",17,"20.9877",44,"54.321"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0192","Brewer Elementary School","All Students","All Students","05","84","84",18,"21.4286",40,"47.619",26,"30.9524",9,"10.7143",9,"10.7143"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0192","Brewer Elementary School","All Students","All Students","03","90","90",14,"15.5556",46,"51.1111",30,"33.3333",13,"14.4444",1,"1.1111"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0310","Hal Hutchens Elementary","All Students","All Students","03","100","100",52,"52",22,"22",26,"26",28,"28",24,"24"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0310","Hal Hutchens Elementary","All Students","All Students","05","142","142",73,"51.4085",34,"23.9437",35,"24.6479",27,"19.0141",46,"32.3944"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","2352","Herschel Jones Middle School","All Students","All Students","08","196","196",101,"51.5306",67,"34.1837",28,"14.2857",46,"23.4694",55,"28.0612"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","5050","Hiram Elementary School","All Students","All Students","05","126","126",65,"51.5873",23,"18.254",38,"30.1587",24,"19.0476",41,"32.5397"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","5050","Hiram Elementary School","All Students","All Students","03","148","148",57,"38.5135",37,"25",54,"36.4865",40,"27.027",17,"11.4865"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0404","Irma C. Austin Middle School","All Students","All Students","08","205","205",121,"59.0244",58,"28.2927",26,"12.6829",53,"25.8537",68,"33.1707"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0297","J. A. Dobbins Middle School","All Students","All Students","08","131","131",78,"59.542",34,"25.9542",19,"14.5038",29,"22.1374",49,"37.4046"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0213","Richmond County Technical Career Magnet School","All Students","All Students","08","18","18",16,"88.8889",0,"0",2,"11.1111",3,"16.6667",13,"72.2222"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","1062","Rollins Elementary School","All Students","All Students","03","54","54",13,"24.0741",21,"38.8889",20,"37.037",10,"18.5185",3,"5.5556"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","1062","Rollins Elementary School","All Students","All Students","05","48","48",9,"18.75",25,"52.0833",14,"29.1667",4,"8.3333",5,"10.4167"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","4062","Southside Elementary School","All Students","All Students","05","54","54",16,"29.6296",24,"44.4444",14,"25.9259",10,"18.5185",6,"11.1111"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","4062","Southside Elementary School","All Students","All Students","03","69","69",17,"24.6377",29,"42.029",23,"33.3333",17,"24.6377",0,"0"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0390","Spirit Creek Middle School","All Students","All Students","08","180","180",86,"47.7778",75,"41.6667",19,"10.5556",37,"20.5556",49,"27.2222"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0201","Sue Reynolds Elementary School","All Students","All Students","05","148","148",69,"46.6216",31,"20.9459",48,"32.4324",29,"19.5946",40,"27.027"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0201","Sue Reynolds Elementary School","All Students","All Students","03","136","136",47,"34.5588",44,"32.3529",45,"33.0882",34,"25",13,"9.5588"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","4762","Terrace Manor Elementary School","All Students","All Students","03","89","89",12,"13.4831",63,"70.7865",14,"15.7303",8,"8.9888",4,"4.4944"
3,2018,"School Level","Southwest Georgia RESA","688","Lee County","0393","Twin Oaks Elementary","All Students","All Students","05","243","243",147,"60.4938",54,"22.2222",42,"17.284",36,"14.8148",111,"45.679"
3,2018,"School Level","First District RESA","689","Liberty County","0180","Button Gwinnett Elementary School","All Students","All Students","03","109","109",41,"37.6147",29,"26.6055",39,"35.7798",20,"18.3486",21,"19.2661"
3,2018,"School Level","First District RESA","689","Liberty County","0180","Button Gwinnett Elementary School","All Students","All Students","05","95","95",55,"57.8947",13,"13.6842",27,"28.4211",18,"18.9474",37,"38.9474"
3,2018,"School Level","First District RESA","689","Liberty County","0196","Frank Long Elementary School","All Students","All Students","05","94","94",52,"55.3191",17,"18.0851",25,"26.5957",17,"18.0851",35,"37.234"
3,2018,"School Level","First District RESA","689","Liberty County","0196","Frank Long Elementary School","All Students","All Students","03","118","118",53,"44.9153",28,"23.7288",37,"31.3559",31,"26.2712",22,"18.6441"
3,2018,"School Level","First District RESA","689","Liberty County","0189","Joseph Martin Elementary School","All Students","All Students","05","116","116",55,"47.4138",25,"21.5517",36,"31.0345",11,"9.4828",44,"37.931"
3,2018,"School Level","First District RESA","689","Liberty County","0189","Joseph Martin Elementary School","All Students","All Students","03","119","119",51,"42.8571",32,"26.8908",36,"30.2521",32,"26.8908",19,"15.9664"
3,2018,"School Level","First District RESA","689","Liberty County","0197","Lewis Frasier Middle School","All Students","All Students","08","246","246",184,"74.7967",36,"14.6341",26,"10.5691",43,"17.4797",141,"57.3171"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","3056","Britt David Elementary Computer Magnet Academy","All Students","All Students","03","89","89",86,"96.6292",0,"0",3,"3.3708",9,"10.1124",77,"86.5169"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","3056","Britt David Elementary Computer Magnet Academy","All Students","All Students","05","91","91",88,"96.7033",1,"1.0989",2,"2.1978",8,"8.7912",80,"87.9121"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","2054","Clubview Elementary School","All Students","All Students","05","90","90",59,"65.5556",10,"11.1111",21,"23.3333",11,"12.2222",48,"53.3333"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","2054","Clubview Elementary School","All Students","All Students","03","73","73",46,"63.0137",7,"9.589",20,"27.3973",21,"28.7671",25,"34.2466"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4056","Davis Elementary School","All Students","All Students","03","50","50",9,"18",24,"48",17,"34",7,"14",2,"4"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4056","Davis Elementary School","All Students","All Students","05","42","42",9,"21.4286",23,"54.7619",10,"23.8095",3,"7.1429",6,"14.2857"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","5056","Dawson Elementary School","All Students","All Students","03","47","47",11,"23.4043",20,"42.5532",16,"34.0426",7,"14.8936",4,"8.5106"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","5056","Dawson Elementary School","All Students","All Students","05","47","47",12,"25.5319",21,"44.6809",14,"29.7872",6,"12.766",6,"12.766"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0201","Lena Mae Moses Middle School","All Students","All Students","08","136","136",78,"57.3529",29,"21.3235",29,"21.3235",32,"23.5294",46,"33.8235"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0104","Lillian C. Poole Elementary School","All Students","All Students","05","68","68",39,"57.3529",15,"22.0588",14,"20.5882",13,"19.1176",26,"38.2353"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0104","Lillian C. Poole Elementary School","All Students","All Students","03","66","66",33,"50",12,"18.1818",21,"31.8182",14,"21.2121",19,"28.7879"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0188","McGarity Elementary School","All Students","All Students","03","86","86",50,"58.1395",6,"6.9767",30,"34.8837",26,"30.2326",24,"27.907"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0188","McGarity Elementary School","All Students","All Students","05","109","109",68,"62.3853",11,"10.0917",30,"27.5229",19,"17.4312",49,"44.9541"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0198","Nebo Elementary School","All Students","All Students","03","106","106",47,"44.3396",24,"22.6415",35,"33.0189",33,"31.1321",14,"13.2075"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0198","Nebo Elementary School","All Students","All Students","05","141","141",78,"55.3191",23,"16.3121",40,"28.3688",22,"15.6028",56,"39.7163"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","2052","New Georgia Elementary School","All Students","All Students","03","58","58",26,"44.8276",10,"17.2414",22,"37.931",15,"25.8621",11,"18.9655"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","2052","New Georgia Elementary School","All Students","All Students","05","47","47",25,"53.1915",8,"17.0213",14,"29.7872",6,"12.766",19,"40.4255"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0294","Northside Elementary School","All Students","All Students","03","90","90",42,"46.6667",19,"21.1111",29,"32.2222",22,"24.4444",20,"22.2222"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","4762","Terrace Manor Elementary School","All Students","All Students","05","82","82",22,"26.8293",44,"53.6585",16,"19.5122",13,"15.8537",9,"10.9756"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0294","Tobacco Road Elementary School","All Students","All Students","03","68","68",12,"17.6471",31,"45.5882",25,"36.7647",11,"16.1765",1,"1.4706"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0294","Tobacco Road Elementary School","All Students","All Students","05","71","71",23,"32.3944",35,"49.2958",13,"18.3099",9,"12.6761",14,"19.7183"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","5564","Tutt Middle School","All Students","All Students","08","129","129",60,"46.5116",58,"44.9612",11,"8.5271",32,"24.8062",28,"21.7054"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0393","W.S. Hornsby Elementary School","All Students","All Students","03","52","52",4,"7.6923",33,"63.4615",15,"28.8462",4,"7.6923",0,"0"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0393","W.S. Hornsby Elementary School","All Students","All Students","05","72","72",16,"22.2222",30,"41.6667",26,"36.1111",6,"8.3333",10,"13.8889"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0115","W.S. Hornsby Middle School","All Students","All Students","08","71","71",24,"33.8028",33,"46.4789",14,"19.7183",13,"18.3099",11,"15.493"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","1064","Walker Traditional Elementary School","All Students","All Students","03","105","105",89,"84.7619",4,"3.8095",12,"11.4286",34,"32.381",55,"52.381"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","1064","Walker Traditional Elementary School","All Students","All Students","05","103","103",94,"91.2621",4,"3.8835",5,"4.8544",4,"3.8835",90,"87.3786"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","1064","Walker Traditional Elementary School","All Students","All Students","08","67","67",61,"91.0448",0,"0",6,"8.9552",11,"16.4179",50,"74.6269"
3,2018,"School Level","First District RESA","689","Liberty County","0102","Liberty Elementary School","All Students","All Students","05","125","125",67,"53.6",27,"21.6",31,"24.8",18,"14.4",49,"39.2"
3,2018,"School Level","First District RESA","689","Liberty County","0102","Liberty Elementary School","All Students","All Students","03","142","142",61,"42.9577",28,"19.7183",53,"37.3239",39,"27.4648",22,"15.493"
3,2018,"School Level","First District RESA","689","Liberty County","0183","Lyman Hall Elementary School","All Students","All Students","03","120","120",46,"38.3333",40,"33.3333",34,"28.3333",33,"27.5",13,"10.8333"
3,2018,"School Level","First District RESA","689","Liberty County","0183","Lyman Hall Elementary School","All Students","All Students","05","100","100",42,"42",34,"34",24,"24",17,"17",25,"25"
3,2018,"School Level","First District RESA","689","Liberty County","0101","Midway Middle School","All Students","All Students","08","246","246",165,"67.0732",54,"21.9512",27,"10.9756",52,"21.1382",113,"45.935"
3,2018,"School Level","First District RESA","689","Liberty County","0195","Snelson-Golden Middle School","All Students","All Students","08","230","230",142,"61.7391",56,"24.3478",32,"13.913",50,"21.7391",92,"40"
3,2018,"School Level","First District RESA","689","Liberty County","0194","Taylors Creek Elementary School","All Students","All Students","05","110","110",69,"62.7273",17,"15.4545",24,"21.8182",21,"19.0909",48,"43.6364"
3,2018,"School Level","First District RESA","689","Liberty County","0194","Taylors Creek Elementary School","All Students","All Students","03","114","114",58,"50.8772",18,"15.7895",38,"33.3333",33,"28.9474",25,"21.9298"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","1058","Dimon Elementary","All Students","All Students","03","105","105",49,"46.6667",27,"25.7143",29,"27.619",18,"17.1429",31,"29.5238"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","1058","Dimon Elementary","All Students","All Students","05","70","70",41,"58.5714",17,"24.2857",12,"17.1429",8,"11.4286",33,"47.1429"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0215","Dorothy Height Elementary School","All Students","All Students","05","94","94",20,"21.2766",51,"54.2553",23,"24.4681",10,"10.6383",10,"10.6383"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0215","Dorothy Height Elementary School","All Students","All Students","03","104","104",16,"15.3846",67,"64.4231",21,"20.1923",8,"7.6923",8,"7.6923"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","2058","Double Churches Elementary School","All Students","All Students","03","75","75",42,"56",6,"8",27,"36",15,"20",27,"36"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","2058","Double Churches Elementary School","All Students","All Students","05","86","86",65,"75.5814",6,"6.9767",15,"17.4419",17,"19.7674",48,"55.814"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0401","Double Churches Middle School","All Students","All Students","08","149","149",93,"62.4161",43,"28.8591",13,"8.7248",33,"22.1477",60,"40.2685"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0296","Downtown Elementary Magnet Academy","All Students","All Students","03","55","55",18,"32.7273",17,"30.9091",20,"36.3636",13,"23.6364",5,"9.0909"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0296","Downtown Elementary Magnet Academy","All Students","All Students","05","63","63",33,"52.381",13,"20.6349",17,"26.9841",6,"9.5238",27,"42.8571"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0294","Northside Elementary School","All Students","All Students","05","88","88",54,"61.3636",17,"19.3182",17,"19.3182",12,"13.6364",42,"47.7273"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0213","P. B. Ritch Middle School","All Students","All Students","08","148","148",81,"54.7297",42,"28.3784",25,"16.8919",34,"22.973",47,"31.7568"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0204","Roland W. Russom Elementary","All Students","All Students","03","122","122",77,"63.1148",20,"16.3934",25,"20.4918",36,"29.5082",41,"33.6066"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0204","Roland W. Russom Elementary","All Students","All Students","05","141","141",109,"77.305",14,"9.9291",18,"12.766",26,"18.4397",83,"58.8652"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0197","Sam D. Panter Elementary School","All Students","All Students","05","92","92",49,"53.2609",24,"26.087",19,"20.6522",16,"17.3913",33,"35.8696"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0197","Sam D. Panter Elementary School","All Students","All Students","03","85","85",43,"50.5882",18,"21.1765",24,"28.2353",26,"30.5882",17,"20"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0108","Sammy McClure Sr. Middle School","All Students","All Students","08","246","246",164,"66.6667",52,"21.1382",30,"12.1951",66,"26.8293",98,"39.8374"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0210","Sara M. Ragsdale Elementary","All Students","All Students","05","113","113",45,"39.823",39,"34.5133",29,"25.6637",17,"15.0442",28,"24.7788"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","2064","Warren Road Elementary School","All Students","All Students","03","106","106",48,"45.283",25,"23.5849",33,"31.1321",30,"28.3019",18,"16.9811"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","2064","Warren Road Elementary School","All Students","All Students","05","85","85",53,"62.3529",12,"14.1176",20,"23.5294",15,"17.6471",38,"44.7059"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0104","Wilkinson Gardens Elementary School","All Students","All Students","05","78","78",10,"12.8205",42,"53.8462",26,"33.3333",3,"3.8462",7,"8.9744"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0104","Wilkinson Gardens Elementary School","All Students","All Students","03","97","97",14,"14.433",56,"57.732",27,"27.8351",12,"12.3711",2,"2.0619"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0290","Willis Foreman Elementary School","All Students","All Students","05","59","59",22,"37.2881",25,"42.3729",12,"20.339",6,"10.1695",16,"27.1186"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","0290","Willis Foreman Elementary School","All Students","All Students","03","53","53",17,"32.0755",22,"41.5094",14,"26.4151",15,"28.3019",2,"3.7736"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","1065","Windsor Spring Road Elementary School","All Students","All Students","05","81","81",24,"29.6296",37,"45.679",20,"24.6914",10,"12.3457",14,"17.284"
3,2018,"School Level","First District RESA","689","Liberty County","0100","Waldo Pafford Elementary School","All Students","All Students","05","98","98",56,"57.1429",21,"21.4286",21,"21.4286",17,"17.3469",39,"39.7959"
3,2018,"School Level","First District RESA","689","Liberty County","0100","Waldo Pafford Elementary School","All Students","All Students","03","102","102",60,"58.8235",15,"14.7059",27,"26.4706",30,"29.4118",30,"29.4118"
3,2018,"School Level","Central Savannah River RESA","690","Lincoln County","0176","Lincoln County Elementary School","All Students","All Students","05","83","83",53,"63.8554",18,"21.6867",12,"14.4578",12,"14.4578",41,"49.3976"
3,2018,"School Level","Central Savannah River RESA","690","Lincoln County","0176","Lincoln County Elementary School","All Students","All Students","03","82","82",39,"47.561",15,"18.2927",28,"34.1463",18,"21.9512",21,"25.6098"
3,2018,"School Level","Central Savannah River RESA","690","Lincoln County","0101","Lincoln County Middle School","All Students","All Students","08","80","80",46,"57.5",26,"32.5",8,"10",16,"20",30,"37.5"
3,2018,"School Level","First District RESA","691","Long County","0114","Long County Middle School","All Students","All Students","08","248","248",145,"58.4677",74,"29.8387",29,"11.6935",47,"18.9516",98,"39.5161"
3,2018,"School Level","First District RESA","691","Long County","0100","Smiley Elementary School","All Students","All Students","03","319","319",133,"41.6928",79,"24.7649",107,"33.5423",75,"23.511",58,"18.1818"
3,2018,"School Level","First District RESA","691","Long County","0214","Walker Elementary School","All Students","All Students","05","293","293",143,"48.8055",87,"29.6928",63,"21.5017",53,"18.0887",90,"30.7167"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","1050","Clyattville Elementary School","All Students","All Students","03","102","102",66,"64.7059",12,"11.7647",24,"23.5294",39,"38.2353",27,"26.4706"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","1050","Clyattville Elementary School","All Students","All Students","05","104","104",57,"54.8077",19,"18.2692",28,"26.9231",17,"16.3462",40,"38.4615"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0108","Eagle Ridge Academy","All Students","All Students","05","111","111",82,"73.8739",11,"9.9099",18,"16.2162",16,"14.4144",66,"59.4595"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0108","Eagle Ridge Academy","All Students","All Students","03","89","89",55,"61.7978",10,"11.236",24,"26.9663",27,"30.3371",28,"31.4607"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0301","East Columbus Magnet Academy","All Students","All Students","08","186","186",88,"47.3118",73,"39.2473",25,"13.4409",36,"19.3548",52,"27.957"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","5058","Eddy Middle School","All Students","All Students","08","132","132",58,"43.9394",54,"40.9091",20,"15.1515",27,"20.4545",31,"23.4848"
