"SORTR","YEAR","Level","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLID","SCHOOLNAME","CATEGORY","SUBGROUP","ACDMC_LVL_CD","TOTAL_STUDENTS_TESTED","STUDENTS_WITH_LEXILE","LEXILE_ON_OR_ABOVE_MIDPOINT","PCT_ON_OR_ABOVE_MIDPOINT","LEXILE_BELOW_GRADE_LEVEL","PCT_BELOW_GRADELEVEL","LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","LEXILE_ABOVE_GRADE_LEVEL","PCT_LEXILE_ABOVE_GRADE_LEVEL"
3,2023,"School Level","North Georgia RESA","628","Cherokee County","0213","Ball Ground Elementary School","All Students","All Students","05","91","91",48,"52.7473",28,"30.7692",15,"16.4835",17,"18.6813",31,"34.0659"
3,2023,"School Level","Metro RESA","631","Clayton County","5052","Edmonds Elementary School","All Students","All Students","05","70","70",19,"27.1429",43,"61.4286",8,"11.4286",10,"14.2857",9,"12.8571"
3,2023,"School Level","Metro RESA","631","Clayton County","5052","Edmonds Elementary School","All Students","All Students","03","73","73",13,"17.8082",53,"72.6027",7,"9.589",10,"13.6986",3,"4.1096"
3,2023,"School Level","Metro RESA","631","Clayton County","0114","Elite Scholars Academy School","All Students","All Students","08","103","103",103,"100",0,"0",0,"0",1,".9709",102,"99.0291"
3,2023,"School Level","Metro RESA","631","Clayton County","2054","Forest Park Middle School","All Students","All Students","08","204","204",58,"28.4314",113,"55.3922",33,"16.1765",29,"14.2157",29,"14.2157"
3,2023,"School Level","Metro RESA","631","Clayton County","2554","Fountain Elementary School","All Students","All Students","05","78","78",17,"21.7949",46,"58.9744",15,"19.2308",7,"8.9744",10,"12.8205"
3,2023,"School Level","Metro RESA","631","Clayton County","2554","Fountain Elementary School","All Students","All Students","03","90","90",15,"16.6667",61,"67.7778",14,"15.5556",8,"8.8889",7,"7.7778"
3,2023,"School Level","Metro RESA","631","Clayton County","0203","Harper Elementary School","All Students","All Students","05","113","113",31,"27.4336",60,"53.0973",22,"19.469",15,"13.2743",16,"14.1593"
3,2023,"School Level","Metro RESA","633","Cobb County","0394","Hightower Trail Middle School","All Students","All Students","08","325","325",284,"87.3846",21,"6.4615",20,"6.1538",35,"10.7692",249,"76.6154"
3,2023,"School Level","Metro RESA","633","Cobb County","4560","Hollydale Elementary School","All Students","All Students","05","98","98",38,"38.7755",41,"41.8367",19,"19.3878",21,"21.4286",17,"17.3469"
3,2023,"School Level","Metro RESA","633","Cobb County","4560","Hollydale Elementary School","All Students","All Students","03","77","77",23,"29.8701",36,"46.7532",18,"23.3766",18,"23.3766",5,"6.4935"
3,2023,"School Level","Metro RESA","633","Cobb County","0187","Keheley Elementary School","All Students","All Students","03","81","81",42,"51.8519",26,"32.0988",13,"16.0494",24,"29.6296",18,"22.2222"
3,2023,"School Level","Metro RESA","633","Cobb County","0187","Keheley Elementary School","All Students","All Students","05","67","67",49,"73.1343",10,"14.9254",8,"11.9403",9,"13.4328",40,"59.7015"
3,2023,"School Level","Metro RESA","633","Cobb County","0203","Kemp Elementary School","All Students","All Students","03","151","151",109,"72.1854",18,"11.9205",24,"15.894",48,"31.7881",61,"40.3974"
3,2023,"School Level","Metro RESA","633","Cobb County","0203","Kemp Elementary School","All Students","All Students","05","152","152",116,"76.3158",19,"12.5",17,"11.1842",20,"13.1579",96,"63.1579"
3,2023,"School Level","Metro RESA","633","Cobb County","0273","Kincaid Elementary School","All Students","All Students","03","85","85",60,"70.5882",11,"12.9412",14,"16.4706",21,"24.7059",39,"45.8824"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","3052","North Columbia Elementary School","All Students","All Students","03","68","68",56,"82.3529",4,"5.8824",8,"11.7647",21,"30.8824",35,"51.4706"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","3052","North Columbia Elementary School","All Students","All Students","05","80","80",63,"78.75",8,"10",9,"11.25",10,"12.5",53,"66.25"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","4052","North Harlem Elementary School","All Students","All Students","05","124","124",62,"50",41,"33.0645",21,"16.9355",20,"16.129",42,"33.871"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","4052","North Harlem Elementary School","All Students","All Students","03","126","126",69,"54.7619",27,"21.4286",30,"23.8095",32,"25.3968",37,"29.3651"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0398","Parkway Elementary School","All Students","All Students","03","132","132",97,"73.4848",19,"14.3939",16,"12.1212",42,"31.8182",55,"41.6667"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0398","Parkway Elementary School","All Students","All Students","05","126","126",102,"80.9524",11,"8.7302",13,"10.3175",20,"15.873",82,"65.0794"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0106","River Ridge Elementary","All Students","All Students","05","121","121",110,"90.9091",7,"5.7851",4,"3.3058",18,"14.876",92,"76.0331"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0106","River Ridge Elementary","All Students","All Students","03","150","150",117,"78",13,"8.6667",20,"13.3333",38,"25.3333",79,"52.6667"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0194","Riverside Elementary School","All Students","All Students","05","131","131",104,"79.3893",11,"8.3969",16,"12.2137",17,"12.9771",87,"66.4122"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0194","Riverside Elementary School","All Students","All Students","03","97","97",67,"69.0722",13,"13.4021",17,"17.5258",25,"25.7732",42,"43.299"
3,2023,"School Level","Northwest Georgia RESA","623","Catoosa County","0105","Woodstation Elementary School","All Students","All Students","03","70","70",35,"50",19,"27.1429",16,"22.8571",21,"30",14,"20"
3,2023,"School Level","Northwest Georgia RESA","623","Catoosa County","0105","Woodstation Elementary School","All Students","All Students","05","64","64",43,"67.1875",6,"9.375",15,"23.4375",11,"17.1875",32,"50"
3,2023,"School Level","Okefenokee RESA","624","Charlton County","0112","Bethune Middle School","All Students","All Students","08","122","122",58,"47.541",49,"40.1639",15,"12.2951",18,"14.7541",40,"32.7869"
3,2023,"School Level","Okefenokee RESA","624","Charlton County","0112","Bethune Middle School","All Students","All Students","05","98","98",47,"47.9592",30,"30.6122",21,"21.4286",14,"14.2857",33,"33.6735"
3,2023,"School Level","Okefenokee RESA","624","Charlton County","0199","Folkston Elementary School","All Students","All Students","03","91","91",67,"73.6264",7,"7.6923",17,"18.6813",36,"39.5604",31,"34.0659"
3,2023,"School Level","Okefenokee RESA","624","Charlton County","4050","St. George Elementary School","All Students","All Students","05","32","32",21,"65.625",6,"18.75",5,"15.625",7,"21.875",14,"43.75"
3,2023,"School Level","Okefenokee RESA","624","Charlton County","4050","St. George Elementary School","All Students","All Students","03","28","28",14,"50",6,"21.4286",8,"28.5714",10,"35.7143",4,"14.2857"
3,2023,"School Level","Chattahoochee-Flint RESA","626","Chattahoochee County","0101","Chattahoochee County Education Center","All Students","All Students","05","38","38",20,"52.6316",9,"23.6842",9,"23.6842",8,"21.0526",12,"31.5789"
3,2023,"School Level","Chattahoochee-Flint RESA","626","Chattahoochee County","0101","Chattahoochee County Education Center","All Students","All Students","03","38","38",24,"63.1579",6,"15.7895",8,"21.0526",9,"23.6842",15,"39.4737"
3,2023,"School Level","Metro RESA","631","Clayton County","0203","Harper Elementary School","All Students","All Students","03","121","121",30,"24.7934",63,"52.0661",28,"23.1405",15,"12.3967",15,"12.3967"
3,2023,"School Level","Metro RESA","631","Clayton County","0199","Hawthorne Elementary School","All Students","All Students","05","121","121",35,"28.9256",63,"52.0661",23,"19.0083",15,"12.3967",20,"16.5289"
3,2023,"School Level","Metro RESA","631","Clayton County","0199","Hawthorne Elementary School","All Students","All Students","03","119","119",43,"36.1345",50,"42.0168",26,"21.8487",23,"19.3277",20,"16.8067"
3,2023,"School Level","Metro RESA","631","Clayton County","3054","Haynie Elementary School","All Students","All Students","03","119","119",35,"29.4118",64,"53.7815",20,"16.8067",18,"15.1261",17,"14.2857"
3,2023,"School Level","Metro RESA","631","Clayton County","3054","Haynie Elementary School","All Students","All Students","05","136","136",39,"28.6765",74,"54.4118",23,"16.9118",11,"8.0882",28,"20.5882"
3,2023,"School Level","Metro RESA","631","Clayton County","5054","Huie Elementary School","All Students","All Students","03","103","103",16,"15.534",68,"66.0194",19,"18.4466",9,"8.7379",7,"6.7961"
3,2023,"School Level","Metro RESA","631","Clayton County","5054","Huie Elementary School","All Students","All Students","05","92","92",24,"26.087",54,"58.6957",14,"15.2174",12,"13.0435",12,"13.0435"
3,2023,"School Level","Metro RESA","631","Clayton County","0304","James Jackson Elementary School","All Students","All Students","03","93","93",31,"33.3333",52,"55.914",10,"10.7527",18,"19.3548",13,"13.9785"
3,2023,"School Level","Metro RESA","631","Clayton County","0304","James Jackson Elementary School","All Students","All Students","05","86","86",30,"34.8837",41,"47.6744",15,"17.4419",8,"9.3023",22,"25.5814"
3,2023,"School Level","Metro RESA","631","Clayton County","0106","Jonesboro Middle School","All Students","All Students","08","309","309",108,"34.9515",151,"48.8673",50,"16.1812",43,"13.9159",65,"21.0356"
3,2023,"School Level","Metro RESA","633","Cobb County","0273","Kincaid Elementary School","All Students","All Students","05","86","86",64,"74.4186",13,"15.1163",9,"10.4651",7,"8.1395",57,"66.2791"
3,2023,"School Level","Metro RESA","633","Cobb County","2062","King Springs Elementary School","All Students","All Students","03","167","167",122,"73.0539",24,"14.3713",21,"12.5749",62,"37.1257",60,"35.9281"
3,2023,"School Level","Metro RESA","633","Cobb County","2062","King Springs Elementary School","All Students","All Students","05","160","160",127,"79.375",17,"10.625",16,"10",25,"15.625",102,"63.75"
3,2023,"School Level","Metro RESA","633","Cobb County","3062","LaBelle Elementary School","All Students","All Students","05","52","52",20,"38.4615",20,"38.4615",12,"23.0769",9,"17.3077",11,"21.1538"
3,2023,"School Level","Metro RESA","633","Cobb County","3062","LaBelle Elementary School","All Students","All Students","03","56","56",15,"26.7857",29,"51.7857",12,"21.4286",10,"17.8571",5,"8.9286"
3,2023,"School Level","Metro RESA","633","Cobb County","0287","Lewis Elementary School","All Students","All Students","03","92","92",50,"54.3478",24,"26.087",18,"19.5652",15,"16.3043",35,"38.0435"
3,2023,"School Level","Metro RESA","633","Cobb County","0287","Lewis Elementary School","All Students","All Students","05","76","76",48,"63.1579",16,"21.0526",12,"15.7895",15,"19.7368",33,"43.4211"
3,2023,"School Level","Metro RESA","633","Cobb County","0202","Lindley Middle School","All Students","All Students","08","539","539",247,"45.8256",200,"37.1058",92,"17.0686",87,"16.141",160,"29.6846"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0193","Riverside Middle School","All Students","All Students","08","260","260",225,"86.5385",25,"9.6154",10,"3.8462",37,"14.2308",188,"72.3077"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","5052","South Columbia Elementary School","All Students","All Students","03","54","54",31,"57.4074",12,"22.2222",11,"20.3704",13,"24.0741",18,"33.3333"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","5052","South Columbia Elementary School","All Students","All Students","05","75","75",46,"61.3333",18,"24",11,"14.6667",13,"17.3333",33,"44"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0108","Stallings Island Middle School","All Students","All Students","08","244","244",206,"84.4262",22,"9.0164",16,"6.5574",28,"11.4754",178,"72.9508"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0192","Stevens Creek Elementary School","All Students","All Students","05","140","140",113,"80.7143",13,"9.2857",14,"10",16,"11.4286",97,"69.2857"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0192","Stevens Creek Elementary School","All Students","All Students","03","140","140",109,"77.8571",14,"10",17,"12.1429",36,"25.7143",73,"52.1429"
3,2023,"School Level","Northeast Georgia RESA","771","Commerce City","1050","Commerce Elementary School","All Students","All Students","03","149","149",85,"57.047",18,"12.0805",46,"30.8725",43,"28.8591",42,"28.1879"
3,2023,"School Level","Chattahoochee-Flint RESA","626","Chattahoochee County","0106","Chattahoochee County Middle School","All Students","All Students","08","76","76",48,"63.1579",17,"22.3684",11,"14.4737",11,"14.4737",37,"48.6842"
3,2023,"School Level","Northwest Georgia RESA","627","Chattooga County","0106","Leroy Massey Elementary School","All Students","All Students","03","112","112",34,"30.3571",39,"34.8214",39,"34.8214",26,"23.2143",8,"7.1429"
3,2023,"School Level","Northwest Georgia RESA","627","Chattooga County","0106","Leroy Massey Elementary School","All Students","All Students","05","109","109",52,"47.7064",35,"32.1101",22,"20.1835",24,"22.0183",28,"25.6881"
3,2023,"School Level","Northwest Georgia RESA","627","Chattooga County","2050","Lyerly Elementary School","All Students","All Students","08","32","32",18,"56.25",9,"28.125",5,"15.625",7,"21.875",11,"34.375"
3,2023,"School Level","Northwest Georgia RESA","627","Chattooga County","2050","Lyerly Elementary School","All Students","All Students","05","30","30",16,"53.3333",7,"23.3333",7,"23.3333",5,"16.6667",11,"36.6667"
3,2023,"School Level","Metro RESA","631","Clayton County","1550","Arnold Elementary School","All Students","All Students","03","79","79",31,"39.2405",27,"34.1772",21,"26.5823",18,"22.7848",13,"16.4557"
3,2023,"School Level","Metro RESA","633","Cobb County","5068","Eastvalley Elementary School","All Students","All Students","05","114","114",73,"64.0351",34,"29.8246",7,"6.1404",13,"11.4035",60,"52.6316"
3,2023,"School Level","Metro RESA","633","Cobb County","3058","Fair Oaks Elementary School","All Students","All Students","03","122","122",23,"18.8525",75,"61.4754",24,"19.6721",16,"13.1148",7,"5.7377"
3,2023,"School Level","Metro RESA","633","Cobb County","3058","Fair Oaks Elementary School","All Students","All Students","05","125","125",36,"28.8",65,"52",24,"19.2",17,"13.6",19,"15.2"
3,2023,"School Level","Metro RESA","633","Cobb County","5058","Floyd Middle School","All Students","All Students","08","285","285",145,"50.8772",98,"34.386",42,"14.7368",38,"13.3333",107,"37.5439"
3,2023,"School Level","Metro RESA","633","Cobb County","0292","Ford Elementary School","All Students","All Students","03","133","133",93,"69.9248",12,"9.0226",28,"21.0526",43,"32.3308",50,"37.594"
3,2023,"School Level","Metro RESA","633","Cobb County","0292","Ford Elementary School","All Students","All Students","05","168","168",122,"72.619",25,"14.881",21,"12.5",27,"16.0714",95,"56.5476"
3,2023,"School Level","Metro RESA","633","Cobb County","0297","Frey Elementary School","All Students","All Students","03","145","145",92,"63.4483",26,"17.931",27,"18.6207",46,"31.7241",46,"31.7241"
3,2023,"School Level","Metro RESA","633","Cobb County","0297","Frey Elementary School","All Students","All Students","05","117","117",89,"76.0684",15,"12.8205",13,"11.1111",18,"15.3846",71,"60.6838"
3,2023,"School Level","Metro RESA","633","Cobb County","1060","Garrett Middle School","All Students","All Students","08","294","294",132,"44.898",114,"38.7755",48,"16.3265",39,"13.2653",93,"31.6327"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0397","Euchee Creek Elementary School","All Students","All Students","03","109","109",64,"58.7156",17,"15.5963",28,"25.6881",27,"24.7706",37,"33.945"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0397","Euchee Creek Elementary School","All Students","All Students","05","78","78",56,"71.7949",11,"14.1026",11,"14.1026",10,"12.8205",46,"58.9744"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0186","Evans Elementary School","All Students","All Students","05","138","138",98,"71.0145",20,"14.4928",20,"14.4928",23,"16.6667",75,"54.3478"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0186","Evans Elementary School","All Students","All Students","03","153","153",93,"60.7843",28,"18.3007",32,"20.915",43,"28.1046",50,"32.6797"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0107","Evans Middle School","All Students","All Students","08","339","339",231,"68.1416",65,"19.174",43,"12.6844",51,"15.0442",180,"53.0973"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0297","Greenbrier Elementary School","All Students","All Students","05","133","133",117,"87.9699",7,"5.2632",9,"6.7669",19,"14.2857",98,"73.6842"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0297","Greenbrier Elementary School","All Students","All Students","03","117","117",87,"74.359",15,"12.8205",15,"12.8205",39,"33.3333",48,"41.0256"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0101","Greenbrier Middle School","All Students","All Students","08","280","280",235,"83.9286",27,"9.6429",18,"6.4286",42,"15",193,"68.9286"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","5050","Grovetown Elementary School","All Students","All Students","03","143","143",72,"50.3497",42,"29.3706",29,"20.2797",32,"22.3776",40,"27.972"
3,2023,"School Level","Metro RESA","644","DeKalb County","1054","Columbia Elementary School","All Students","All Students","03","51","51",10,"19.6078",32,"62.7451",9,"17.6471",5,"9.8039",5,"9.8039"
3,2023,"School Level","Metro RESA","644","DeKalb County","1054","Columbia Elementary School","All Students","All Students","05","56","56",11,"19.6429",24,"42.8571",21,"37.5",8,"14.2857",3,"5.3571"
3,2023,"School Level","Metro RESA","644","DeKalb County","0301","Columbia Middle School","All Students","All Students","08","220","220",90,"40.9091",96,"43.6364",34,"15.4545",25,"11.3636",65,"29.5455"
3,2023,"School Level","Metro RESA","644","DeKalb County","1010","DeKalb Agriculture Technology and Environment School","All Students","All Students","08","85","85",67,"78.8235",13,"15.2941",5,"5.8824",16,"18.8235",51,"60"
3,2023,"School Level","Metro RESA","644","DeKalb County","1010","DeKalb Agriculture Technology and Environment School","All Students","All Students","05","85","85",53,"62.3529",9,"10.5882",23,"27.0588",10,"11.7647",43,"50.5882"
3,2023,"School Level","Metro RESA","644","DeKalb County","1010","DeKalb Agriculture Technology and Environment School","All Students","All Students","03","78","78",42,"53.8462",20,"25.641",16,"20.5128",14,"17.9487",28,"35.8974"
3,2023,"School Level","Metro RESA","644","DeKalb County","0500","DeKalb Alternative School","All Students","All Students","08","45","45",3,"6.6667",34,"75.5556",8,"17.7778",1,"2.2222",2,"4.4444"
3,2023,"School Level","Metro RESA","644","DeKalb County","1050","DeKalb Elementary School of the Arts","All Students","All Students","08","82","82",76,"92.6829",1,"1.2195",5,"6.0976",14,"17.0732",62,"75.6098"
3,2023,"School Level","Metro RESA","644","DeKalb County","1050","DeKalb Elementary School of the Arts","All Students","All Students","05","70","70",55,"78.5714",6,"8.5714",9,"12.8571",15,"21.4286",40,"57.1429"
3,2023,"School Level","Metro RESA","631","Clayton County","3050","Babb Middle School","All Students","All Students","08","297","297",130,"43.771",124,"41.7508",43,"14.4781",39,"13.1313",91,"30.6397"
3,2023,"School Level","Metro RESA","631","Clayton County","0175","Brown Elementary School","All Students","All Students","03","100","100",30,"30",50,"50",20,"20",17,"17",13,"13"
3,2023,"School Level","Metro RESA","631","Clayton County","0175","Brown Elementary School","All Students","All Students","05","107","107",33,"30.8411",53,"49.5327",21,"19.6262",7,"6.5421",26,"24.2991"
3,2023,"School Level","Metro RESA","631","Clayton County","0103","Callaway Elementary School","All Students","All Students","05","112","112",25,"22.3214",71,"63.3929",16,"14.2857",12,"10.7143",13,"11.6071"
3,2023,"School Level","Metro RESA","631","Clayton County","0103","Callaway Elementary School","All Students","All Students","03","109","109",20,"18.3486",60,"55.0459",29,"26.6055",16,"14.6789",4,"3.6697"
3,2023,"School Level","Metro RESA","631","Clayton County","4050","Church Street Elementary School","All Students","All Students","03","107","107",28,"26.1682",60,"56.0748",19,"17.757",19,"17.757",9,"8.4112"
3,2023,"School Level","Metro RESA","631","Clayton County","4050","Church Street Elementary School","All Students","All Students","05","100","100",29,"29",58,"58",13,"13",10,"10",19,"19"
3,2023,"School Level","Metro RESA","631","Clayton County","1052","East Clayton Elementary School","All Students","All Students","05","112","112",39,"34.8214",48,"42.8571",25,"22.3214",14,"12.5",25,"22.3214"
3,2023,"School Level","Metro RESA","631","Clayton County","1052","East Clayton Elementary School","All Students","All Students","03","94","94",12,"12.766",59,"62.766",23,"24.4681",7,"7.4468",5,"5.3191"
3,2023,"School Level","Metro RESA","633","Cobb County","0185","Garrison Mill Elementary School","All Students","All Students","05","117","117",95,"81.1966",8,"6.8376",14,"11.9658",18,"15.3846",77,"65.812"
3,2023,"School Level","Metro RESA","633","Cobb County","0185","Garrison Mill Elementary School","All Students","All Students","03","107","107",75,"70.0935",12,"11.215",20,"18.6916",31,"28.972",44,"41.1215"
3,2023,"School Level","Metro RESA","633","Cobb County","0397","Green Acres Elementary School","All Students","All Students","05","85","85",28,"32.9412",43,"50.5882",14,"16.4706",14,"16.4706",14,"16.4706"
3,2023,"School Level","Metro RESA","633","Cobb County","0397","Green Acres Elementary School","All Students","All Students","03","80","80",20,"25",50,"62.5",10,"12.5",13,"16.25",7,"8.75"
3,2023,"School Level","Metro RESA","633","Cobb County","2560","Griffin Middle School","All Students","All Students","08","303","303",174,"57.4257",90,"29.703",39,"12.8713",44,"14.5215",130,"42.9043"
3,2023,"School Level","Metro RESA","633","Cobb County","0194","Hayes Elementary School","All Students","All Students","05","149","149",88,"59.0604",38,"25.5034",23,"15.4362",30,"20.1342",58,"38.9262"
3,2023,"School Level","Metro RESA","633","Cobb County","0194","Hayes Elementary School","All Students","All Students","03","140","140",66,"47.1429",40,"28.5714",34,"24.2857",34,"24.2857",32,"22.8571"
3,2023,"School Level","Metro RESA","633","Cobb County","0402","Hendricks Elementary School","All Students","All Students","03","86","86",38,"44.186",33,"38.3721",15,"17.4419",26,"30.2326",12,"13.9535"
3,2023,"School Level","Metro RESA","633","Cobb County","0402","Hendricks Elementary School","All Students","All Students","05","77","77",46,"59.7403",20,"25.974",11,"14.2857",10,"12.987",36,"46.7532"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","5050","Grovetown Elementary School","All Students","All Students","05","157","157",86,"54.7771",48,"30.5732",23,"14.6497",22,"14.0127",64,"40.7643"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0103","Grovetown Middle School","All Students","All Students","08","361","361",221,"61.2188",102,"28.2548",38,"10.5263",54,"14.9584",167,"46.2604"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0283","Harlem Middle School","All Students","All Students","08","309","309",194,"62.7832",68,"22.0065",47,"15.2104",53,"17.1521",141,"45.6311"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0290","Lakeside Middle School","All Students","All Students","08","170","170",112,"65.8824",39,"22.9412",19,"11.1765",22,"12.9412",90,"52.9412"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0102","Lewiston Elementary School","All Students","All Students","03","129","129",95,"73.6434",16,"12.4031",18,"13.9535",43,"33.3333",52,"40.3101"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","0102","Lewiston Elementary School","All Students","All Students","05","140","140",106,"75.7143",16,"11.4286",18,"12.8571",17,"12.1429",89,"63.5714"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","2052","Martinez Elementary School","All Students","All Students","03","110","110",66,"60",21,"19.0909",23,"20.9091",21,"19.0909",45,"40.9091"
3,2023,"School Level","Central Savannah River RESA","636","Columbia County","2052","Martinez Elementary School","All Students","All Students","05","110","110",89,"80.9091",14,"12.7273",7,"6.3636",27,"24.5455",62,"56.3636"
3,2023,"School Level","Pioneer RESA","642","Dawson County","0189","Robinson Elementary School","All Students","All Students","03","92","92",39,"42.3913",22,"23.913",31,"33.6957",24,"26.087",15,"16.3043"
3,2023,"School Level","Pioneer RESA","642","Dawson County","0189","Robinson Elementary School","All Students","All Students","05","94","94",56,"59.5745",20,"21.2766",18,"19.1489",18,"19.1489",38,"40.4255"
3,2023,"School Level","Metro RESA","644","DeKalb County","2050","Allgood Elementary School","All Students","All Students","05","105","105",54,"51.4286",31,"29.5238",20,"19.0476",18,"17.1429",36,"34.2857"
3,2023,"School Level","Metro RESA","644","DeKalb County","2050","Allgood Elementary School","All Students","All Students","03","108","108",28,"25.9259",48,"44.4444",32,"29.6296",12,"11.1111",16,"14.8148"
3,2023,"School Level","Metro RESA","644","DeKalb County","3050","Ashford Park Elementary School","All Students","All Students","05","63","63",42,"66.6667",13,"20.6349",8,"12.6984",6,"9.5238",36,"57.1429"
3,2023,"School Level","Metro RESA","644","DeKalb County","3050","Ashford Park Elementary School","All Students","All Students","03","120","120",95,"79.1667",12,"10",13,"10.8333",22,"18.3333",73,"60.8333"
3,2023,"School Level","Metro RESA","644","DeKalb County","0175","Austin Elementary School","All Students","All Students","03","129","129",105,"81.3953",4,"3.1008",20,"15.5039",29,"22.4806",76,"58.9147"
3,2023,"School Level","Metro RESA","644","DeKalb County","0175","Austin Elementary School","All Students","All Students","05","61","61",50,"81.9672",4,"6.5574",7,"11.4754",9,"14.7541",41,"67.2131"
3,2023,"School Level","Metro RESA","644","DeKalb County","5050","Avondale Elementary School","All Students","All Students","05","57","57",23,"40.3509",24,"42.1053",10,"17.5439",10,"17.5439",13,"22.807"
3,2023,"School Level","Metro RESA","631","Clayton County","0116","Eddie White Middle School","All Students","All Students","08","490","490",182,"37.1429",209,"42.6531",99,"20.2041",66,"13.4694",116,"23.6735"
3,2023,"School Level","Coastal Plains RESA","635","Colquitt County","0187","Odom Elementary School","All Students","All Students","05","77","77",19,"24.6753",38,"49.3506",20,"25.974",8,"10.3896",11,"14.2857"
3,2023,"School Level","Coastal Plains RESA","635","Colquitt County","0187","Odom Elementary School","All Students","All Students","03","68","68",20,"29.4118",29,"42.6471",19,"27.9412",16,"23.5294",4,"5.8824"
3,2023,"School Level","Coastal Plains RESA","635","Colquitt County","3054","Okapilco Elementary School","All Students","All Students","03","44","44",8,"18.1818",25,"56.8182",11,"25",4,"9.0909",4,"9.0909"
3,2023,"School Level","Coastal Plains RESA","635","Colquitt County","3054","Okapilco Elementary School","All Students","All Students","05","47","47",18,"38.2979",24,"51.0638",5,"10.6383",5,"10.6383",13,"27.6596"
3,2023,"School Level","Coastal Plains RESA","635","Colquitt County","3050","Stringfellow Elementary School","All Students","All Students","05","51","51",15,"29.4118",31,"60.7843",5,"9.8039",8,"15.6863",7,"13.7255"
3,2023,"School Level","Coastal Plains RESA","635","Colquitt County","3050","Stringfellow Elementary School","All Students","All Students","03","34","34",3,"8.8235",22,"64.7059",9,"26.4706",2,"5.8824",1,"2.9412"
3,2023,"School Level","Coastal Plains RESA","635","Colquitt County","5054","Sunset Elementary School","All Students","All Students","03","73","73",37,"50.6849",19,"26.0274",17,"23.2877",21,"28.7671",16,"21.9178"
3,2023,"School Level","Coastal Plains RESA","635","Colquitt County","5054","Sunset Elementary School","All Students","All Students","05","84","84",47,"55.9524",21,"25",16,"19.0476",11,"13.0952",36,"42.8571"
3,2023,"School Level","Coastal Plains RESA","635","Colquitt County","2056","Wright Elementary School","All Students","All Students","05","76","76",46,"60.5263",15,"19.7368",15,"19.7368",6,"7.8947",40,"52.6316"
3,2023,"School Level","Coastal Plains RESA","635","Colquitt County","2056","Wright Elementary School","All Students","All Students","03","67","67",34,"50.7463",18,"26.8657",15,"22.3881",23,"34.3284",11,"16.4179"
3,2023,"School Level","North Georgia RESA","772","Dalton Public Schools","0173","Westwood Elementary School","All Students","All Students","03","84","84",33,"39.2857",24,"28.5714",27,"32.1429",21,"25",12,"14.2857"
3,2023,"School Level","North Georgia RESA","772","Dalton Public Schools","0173","Westwood Elementary School","All Students","All Students","05","84","84",51,"60.7143",23,"27.381",10,"11.9048",9,"10.7143",42,"50"
3,2023,"School Level","Pioneer RESA","642","Dawson County","0199","Black's Mill Elementary School","All Students","All Students","05","73","73",48,"65.7534",14,"19.1781",11,"15.0685",18,"24.6575",30,"41.0959"
3,2023,"School Level","Pioneer RESA","642","Dawson County","0199","Black's Mill Elementary School","All Students","All Students","03","68","68",30,"44.1176",22,"32.3529",16,"23.5294",19,"27.9412",11,"16.1765"
